Máximo;Mínimo            ;Media           ;Fecha máximo                    ;Fecha mínimo;fecha         
585 ;483,28            ;545             ;2010-01-01 22:30:00             ;2010-01-01 00:00:00;2010-01-01 00:00:00
585 ;532,12            ;556             ;2010-01-02 00:00:00             ;2010-01-02 21:45:00;2010-01-02 00:00:00
528 ;450,8             ;498             ;2010-01-03 00:00:00             ;2010-01-03 23:30:00;2010-01-03 00:00:00
451 ;386               ;408             ;2010-01-04 00:00:00             ;2010-01-04 19:00:00;2010-01-04 00:00:00
418 ;386               ;405             ;2010-01-05 08:15:00             ;2010-01-05 00:00:00;2010-01-05 00:00:00
410 ;390,05            ;405             ;2010-01-06 09:00:00             ;2010-01-06 23:15:00;2010-01-06 00:00:00
390 ;350               ;368             ;2010-01-07 00:00:00             ;2010-01-07 23:00:00;2010-01-07 00:00:00
350 ;321,2             ;336             ;2010-01-08 00:00:00             ;2010-01-08 22:45:00;2010-01-08 00:00:00
321 ;299,6             ;308             ;2010-01-09 00:00:00             ;2010-01-09 23:15:00;2010-01-09 00:00:00
300 ;285,2             ;288             ;2010-01-10 00:00:00             ;2010-01-10 08:15:00;2010-01-10 00:00:00
285 ;253,85            ;271             ;2010-01-11 00:30:00             ;2010-01-11 22:15:00;2010-01-11 00:00:00
250 ;240,05            ;243             ;2010-01-12 00:00:00             ;2010-01-12 09:00:00;2010-01-12 00:00:00
250 ;240,05            ;244             ;2010-01-13 23:30:00             ;2010-01-13 00:00:00;2010-01-13 00:00:00
325 ;246,95            ;278             ;2010-01-14 21:30:00             ;2010-01-14 04:15:00;2010-01-14 00:00:00
662 ;324,8             ;442             ;2010-01-15 23:45:00             ;2010-01-15 00:00:00;2010-01-15 00:00:00
1161;666,43            ;895             ;2010-01-16 23:45:00             ;2010-01-16 00:00:00;2010-01-16 00:00:00
1549;1170,36           ;1408            ;2010-01-17 22:45:00             ;2010-01-17 00:00:00;2010-01-17 00:00:00
1549;1145,6            ;1409            ;2010-01-18 00:00:00             ;2010-01-18 23:45:00;2010-01-18 00:00:00
1136;750,4             ;908             ;2010-01-19 00:00:00             ;2010-01-19 23:45:00;2010-01-19 00:00:00
750 ;608,5             ;667             ;2010-01-20 00:00:00             ;2010-01-20 23:30:00;2010-01-20 00:00:00
609 ;552,6             ;578             ;2010-01-21 00:00:00             ;2010-01-21 22:30:00;2010-01-21 00:00:00
553 ;492,4             ;525             ;2010-01-22 00:00:00             ;2010-01-22 23:30:00;2010-01-22 00:00:00
492 ;416,5             ;446             ;2010-01-23 00:00:00             ;2010-01-23 18:15:00;2010-01-23 00:00:00
450 ;367,467           ;409             ;2010-01-24 03:15:00             ;2010-01-24 22:45:00;2010-01-24 00:00:00
367 ;337,333           ;353             ;2010-01-25 00:00:00             ;2010-01-25 22:45:00;2010-01-25 00:00:00
375 ;333,567           ;345             ;2010-01-26 22:45:00             ;2010-01-26 01:00:00;2010-01-26 00:00:00
412 ;375               ;403             ;2010-01-27 08:45:00             ;2010-01-27 00:00:00;2010-01-27 00:00:00
392 ;344,867           ;372             ;2010-01-28 00:00:00             ;2010-01-28 23:30:00;2010-01-28 00:00:00
349 ;314,733           ;330             ;2010-01-29 00:00:00             ;2010-01-29 19:45:00;2010-01-29 00:00:00
315 ;307,2             ;312             ;2010-01-30 00:00:00             ;2010-01-30 02:30:00;2010-01-30 00:00:00
570 ;310,967           ;395             ;2010-01-31 23:45:00             ;2010-01-31 00:00:00;2010-01-31 00:00:00
733 ;574,1             ;670             ;2010-02-01 23:00:00             ;2010-02-01 00:00:00;2010-02-01 00:00:00
763 ;724,6             ;752             ;2010-02-02 11:30:00             ;2010-02-02 23:45:00;2010-02-02 00:00:00
725 ;574,1             ;639             ;2010-02-03 00:00:00             ;2010-02-03 23:30:00;2010-02-03 00:00:00
574 ;492,4             ;533             ;2010-02-04 00:00:00             ;2010-02-04 23:30:00;2010-02-04 00:00:00
492 ;420,65            ;452             ;2010-02-05 00:00:00             ;2010-02-05 23:45:00;2010-02-05 00:00:00
450 ;412,35            ;420             ;2010-02-06 23:45:00             ;2010-02-06 01:15:00;2010-02-06 00:00:00
523 ;449,7             ;498             ;2010-02-07 17:00:00             ;2010-02-07 00:00:00;2010-02-07 00:00:00
535 ;492,4             ;508             ;2010-02-08 22:30:00             ;2010-02-08 03:30:00;2010-02-08 00:00:00
544 ;526,8             ;540             ;2010-02-09 05:45:00             ;2010-02-09 23:30:00;2010-02-09 00:00:00
527 ;513,9             ;519             ;2010-02-10 00:00:00             ;2010-02-10 13:00:00;2010-02-10 00:00:00
531 ;513,9             ;523             ;2010-02-11 12:30:00             ;2010-02-11 00:00:00;2010-02-11 00:00:00
514 ;470,9             ;495             ;2010-02-12 00:00:00             ;2010-02-12 23:15:00;2010-02-12 00:00:00
471 ;437,25            ;455             ;2010-02-13 00:00:00             ;2010-02-13 22:00:00;2010-02-13 00:00:00
437 ;395,75            ;415             ;2010-02-14 00:00:00             ;2010-02-14 20:30:00;2010-02-14 00:00:00
396 ;371,233           ;380             ;2010-02-15 00:00:00             ;2010-02-15 19:45:00;2010-02-15 00:00:00
371 ;352,4             ;359             ;2010-02-16 00:00:00             ;2010-02-16 18:00:00;2010-02-16 00:00:00
352 ;344,867           ;347             ;2010-02-17 00:15:00             ;2010-02-17 04:00:00;2010-02-17 00:00:00
514 ;348,633           ;407             ;2010-02-18 23:45:00             ;2010-02-18 00:00:00;2010-02-18 00:00:00
686 ;513,9             ;636             ;2010-02-19 17:45:00             ;2010-02-19 00:00:00;2010-02-19 00:00:00
673 ;608,5             ;635             ;2010-02-20 00:00:00             ;2010-02-20 21:45:00;2010-02-20 00:00:00
604 ;544               ;580             ;2010-02-21 00:00:00             ;2010-02-21 23:15:00;2010-02-21 00:00:00
544 ;470,9             ;501             ;2010-02-22 00:00:00             ;2010-02-22 23:30:00;2010-02-22 00:00:00
471 ;433,1             ;458             ;2010-02-23 00:00:00             ;2010-02-23 23:15:00;2010-02-23 00:00:00
462 ;424,8             ;439             ;2010-02-24 23:30:00             ;2010-02-24 01:30:00;2010-02-24 00:00:00
514 ;462,3             ;491             ;2010-02-25 21:15:00             ;2010-02-25 00:00:00;2010-02-25 00:00:00
544 ;513,9             ;524             ;2010-02-26 23:45:00             ;2010-02-26 00:00:00;2010-02-26 00:00:00
630 ;544               ;581             ;2010-02-27 23:30:00             ;2010-02-27 00:00:00;2010-02-27 00:00:00
656 ;630               ;647             ;2010-02-28 11:00:00             ;2010-02-28 00:00:00;2010-02-28 00:00:00
639 ;608,5             ;617             ;2010-03-01 00:00:00             ;2010-03-01 11:15:00;2010-03-01 00:00:00
660 ;617,1             ;642             ;2010-03-02 16:30:00             ;2010-03-02 00:00:00;2010-03-02 00:00:00
643 ;526,8             ;589             ;2010-03-03 00:00:00             ;2010-03-03 23:30:00;2010-03-03 00:00:00
527 ;416,5             ;469             ;2010-03-04 00:00:00             ;2010-03-04 23:30:00;2010-03-04 00:00:00
417 ;395,75            ;407             ;2010-03-05 00:00:00             ;2010-03-05 23:30:00;2010-03-05 00:00:00
400 ;375               ;388             ;2010-03-06 00:00:00             ;2010-03-06 22:45:00;2010-03-06 00:00:00
375 ;352,4             ;369             ;2010-03-07 00:00:00             ;2010-03-07 22:45:00;2010-03-07 00:00:00
352 ;333,567           ;340             ;2010-03-08 00:00:00             ;2010-03-08 15:15:00;2010-03-08 00:00:00
337 ;326,033           ;331             ;2010-03-09 00:00:00             ;2010-03-09 17:15:00;2010-03-09 00:00:00
326 ;314,733           ;323             ;2010-03-10 00:00:00             ;2010-03-10 21:30:00;2010-03-10 00:00:00
319 ;303,433           ;311             ;2010-03-11 00:00:00             ;2010-03-11 20:00:00;2010-03-11 00:00:00
303 ;273,3             ;288             ;2010-03-12 00:00:00             ;2010-03-12 19:45:00;2010-03-12 00:00:00
273 ;255,5             ;264             ;2010-03-13 00:00:00             ;2010-03-13 13:30:00;2010-03-13 00:00:00
266 ;249               ;257             ;2010-03-14 00:00:00             ;2010-03-14 17:30:00;2010-03-14 00:00:00
256 ;239,25            ;248             ;2010-03-15 05:00:00             ;2010-03-15 22:00:00;2010-03-15 00:00:00
243 ;229,5             ;239             ;2010-03-16 00:00:00             ;2010-03-16 23:45:00;2010-03-16 00:00:00
233 ;216,5             ;228             ;2010-03-17 07:15:00             ;2010-03-17 23:15:00;2010-03-17 00:00:00
236 ;197               ;217             ;2010-03-18 09:00:00             ;2010-03-18 03:00:00;2010-03-18 00:00:00
210 ;194               ;202             ;2010-03-19 00:00:00             ;2010-03-19 22:00:00;2010-03-19 00:00:00
204 ;179               ;195             ;2010-03-20 05:15:00             ;2010-03-20 23:45:00;2010-03-20 00:00:00
191 ;179               ;187             ;2010-03-21 11:00:00             ;2010-03-21 00:00:00;2010-03-21 00:00:00
197 ;176               ;191             ;2010-03-22 07:30:00             ;2010-03-22 02:15:00;2010-03-22 00:00:00
277 ;191               ;240             ;2010-03-23 23:00:00             ;2010-03-23 00:00:00;2010-03-23 00:00:00
296 ;258,75            ;281             ;2010-03-24 05:45:00             ;2010-03-24 22:45:00;2010-03-24 00:00:00
270 ;236               ;246             ;2010-03-25 01:15:00             ;2010-03-25 17:15:00;2010-03-25 00:00:00
243 ;223               ;233             ;2010-03-26 00:00:00             ;2010-03-26 22:30:00;2010-03-26 00:00:00
322 ;226,25            ;277             ;2010-03-27 23:15:00             ;2010-03-27 00:00:00;2010-03-27 00:00:00
383 ;326,033           ;362             ;2010-03-28 20:00:00             ;2010-03-28 00:00:00;2010-03-28 00:00:00
379 ;307,2             ;343             ;2010-03-29 00:00:00             ;2010-03-29 23:15:00;2010-03-29 00:00:00
303 ;252,25            ;279             ;2010-03-30 00:00:00             ;2010-03-30 22:45:00;2010-03-30 00:00:00
252 ;229,5             ;241             ;2010-03-31 00:00:00             ;2010-03-31 21:15:00;2010-03-31 00:00:00
303 ;232,75            ;276             ;2010-04-01 23:15:00             ;2010-04-01 00:00:00;2010-04-01 00:00:00
307 ;284,6             ;299             ;2010-04-02 05:00:00             ;2010-04-02 20:00:00;2010-04-02 00:00:00
300 ;265,767           ;288             ;2010-04-03 03:30:00             ;2010-04-03 23:15:00;2010-04-03 00:00:00
273 ;262               ;267             ;2010-04-04 10:45:00             ;2010-04-04 02:00:00;2010-04-04 00:00:00
262 ;232,75            ;250             ;2010-04-05 00:00:00             ;2010-04-05 22:15:00;2010-04-05 00:00:00
236 ;197               ;220             ;2010-04-06 00:00:00             ;2010-04-06 23:30:00;2010-04-06 00:00:00
200 ;179               ;193             ;2010-04-07 06:15:00             ;2010-04-07 21:00:00;2010-04-07 00:00:00
185 ;167               ;179             ;2010-04-08 13:45:00             ;2010-04-08 23:30:00;2010-04-08 00:00:00
176 ;158               ;168             ;2010-04-09 14:30:00             ;2010-04-09 22:15:00;2010-04-09 00:00:00
173 ;149               ;161             ;2010-04-10 12:15:00             ;2010-04-10 23:45:00;2010-04-10 00:00:00
161 ;146               ;154             ;2010-04-11 13:30:00             ;2010-04-11 02:00:00;2010-04-11 00:00:00
152 ;126,2             ;141             ;2010-04-12 00:00:00             ;2010-04-12 23:00:00;2010-04-12 00:00:00
140 ;120,8             ;133             ;2010-04-13 09:30:00             ;2010-04-13 23:15:00;2010-04-13 00:00:00
137 ;115,4             ;127             ;2010-04-14 11:45:00             ;2010-04-14 23:00:00;2010-04-14 00:00:00
129 ;110               ;119             ;2010-04-15 11:30:00             ;2010-04-15 05:15:00;2010-04-15 00:00:00
132 ;110               ;118             ;2010-04-16 15:00:00             ;2010-04-16 00:00:00;2010-04-16 00:00:00
113 ;95                ;107             ;2010-04-17 00:00:00             ;2010-04-17 21:45:00;2010-04-17 00:00:00
113 ;95                ;104             ;2010-04-18 16:15:00             ;2010-04-18 00:00:00;2010-04-18 00:00:00
118 ;107,5             ;112             ;2010-04-19 18:30:00             ;2010-04-19 00:00:00;2010-04-19 00:00:00
134 ;115,4             ;125             ;2010-04-20 14:30:00             ;2010-04-20 23:00:00;2010-04-20 00:00:00
129 ;107,5             ;119             ;2010-04-21 10:30:00             ;2010-04-21 02:00:00;2010-04-21 00:00:00
129 ;112,7             ;119             ;2010-04-22 11:30:00             ;2010-04-22 00:00:00;2010-04-22 00:00:00
134 ;115,4             ;126             ;2010-04-23 17:30:00             ;2010-04-23 00:00:00;2010-04-23 00:00:00
143 ;131,6             ;139             ;2010-04-24 17:45:00             ;2010-04-24 00:00:00;2010-04-24 00:00:00
143 ;128,9             ;138             ;2010-04-25 01:30:00             ;2010-04-25 23:15:00;2010-04-25 00:00:00
143 ;112,7             ;127             ;2010-04-26 14:30:00             ;2010-04-26 23:30:00;2010-04-26 00:00:00
121 ;102,5             ;113             ;2010-04-27 04:00:00             ;2010-04-27 22:30:00;2010-04-27 00:00:00
103 ;82,96             ;96              ;2010-04-28 00:00:00             ;2010-04-28 23:45:00;2010-04-28 00:00:00
90  ;78,88             ;85              ;2010-04-29 12:15:00             ;2010-04-29 23:15:00;2010-04-29 00:00:00
93  ;78,88             ;80              ;2010-04-30 21:30:00             ;2010-04-30 00:00:00;2010-04-30 00:00:00
126 ;80,92             ;103             ;2010-05-01 20:00:00             ;2010-05-01 00:15:00;2010-05-01 00:00:00
140 ;120,8             ;131             ;2010-05-02 16:00:00             ;2010-05-02 02:45:00;2010-05-02 00:00:00
146 ;131,6             ;139             ;2010-05-03 07:30:00             ;2010-05-03 22:15:00;2010-05-03 00:00:00
132 ;126,2             ;130             ;2010-05-04 00:00:00             ;2010-05-04 20:30:00;2010-05-04 00:00:00
226 ;126,2             ;149             ;2010-05-05 23:30:00             ;2010-05-05 00:00:00;2010-05-05 00:00:00
501 ;229,5             ;338             ;2010-05-06 23:45:00             ;2010-05-06 00:00:00;2010-05-06 00:00:00
591 ;505,3             ;565             ;2010-05-07 12:15:00             ;2010-05-07 00:00:00;2010-05-07 00:00:00
544 ;379,15            ;459             ;2010-05-08 00:00:00             ;2010-05-08 23:15:00;2010-05-08 00:00:00
379 ;348,633           ;359             ;2010-05-09 00:00:00             ;2010-05-09 09:45:00;2010-05-09 00:00:00
383 ;371,233           ;377             ;2010-05-10 08:00:00             ;2010-05-10 00:00:00;2010-05-10 00:00:00
475 ;375               ;428             ;2010-05-11 18:30:00             ;2010-05-11 00:00:00;2010-05-11 00:00:00
480 ;445,55            ;468             ;2010-05-12 00:00:00             ;2010-05-12 22:30:00;2010-05-12 00:00:00
446 ;352,4             ;405             ;2010-05-13 00:00:00             ;2010-05-13 23:30:00;2010-05-13 00:00:00
352 ;303,433           ;320             ;2010-05-14 00:00:00             ;2010-05-14 18:45:00;2010-05-14 00:00:00
311 ;299,667           ;304             ;2010-05-15 12:00:00             ;2010-05-15 01:15:00;2010-05-15 00:00:00
300 ;280,833           ;293             ;2010-05-16 00:00:00             ;2010-05-16 20:45:00;2010-05-16 00:00:00
364 ;284,6             ;313             ;2010-05-17 23:30:00             ;2010-05-17 00:00:00;2010-05-17 00:00:00
371 ;314,733           ;352             ;2010-05-18 02:15:00             ;2010-05-18 23:45:00;2010-05-18 00:00:00
315 ;249               ;290             ;2010-05-19 00:00:00             ;2010-05-19 23:45:00;2010-05-19 00:00:00
249 ;197               ;230             ;2010-05-20 00:00:00             ;2010-05-20 23:00:00;2010-05-20 00:00:00
197 ;164               ;185             ;2010-05-21 00:00:00             ;2010-05-21 22:45:00;2010-05-21 00:00:00
161 ;134,3             ;151             ;2010-05-22 00:00:00             ;2010-05-22 22:30:00;2010-05-22 00:00:00
134 ;123,5             ;132             ;2010-05-23 00:00:00             ;2010-05-23 21:45:00;2010-05-23 00:00:00
124 ;105               ;119             ;2010-05-24 00:00:00             ;2010-05-24 23:45:00;2010-05-24 00:00:00
105 ;87,5              ;95              ;2010-05-25 00:00:00             ;2010-05-25 20:45:00;2010-05-25 00:00:00
90  ;82,96             ;87              ;2010-05-26 13:00:00             ;2010-05-26 08:15:00;2010-05-26 00:00:00
88  ;74,8              ;80              ;2010-05-27 00:00:00             ;2010-05-27 07:15:00;2010-05-27 00:00:00
83  ;70,72             ;74              ;2010-05-28 21:45:00             ;2010-05-28 03:15:00;2010-05-28 00:00:00
95  ;76,84             ;85              ;2010-05-29 13:00:00             ;2010-05-29 23:15:00;2010-05-29 00:00:00
83  ;74,8              ;78              ;2010-05-30 09:30:00             ;2010-05-30 00:30:00;2010-05-30 00:00:00
88  ;74,8              ;83              ;2010-05-31 07:45:00             ;2010-05-31 01:45:00;2010-05-31 00:00:00
83  ;68,68             ;77              ;2010-06-01 14:00:00             ;2010-06-01 23:45:00;2010-06-01 00:00:00
69  ;58,48             ;64              ;2010-06-02 00:00:00             ;2010-06-02 23:45:00;2010-06-02 00:00:00
75  ;58,48             ;65              ;2010-06-03 22:30:00             ;2010-06-03 00:00:00;2010-06-03 00:00:00
77  ;66,64             ;73              ;2010-06-04 07:15:00             ;2010-06-04 23:15:00;2010-06-04 00:00:00
67  ;54,4              ;60              ;2010-06-05 00:00:00             ;2010-06-05 23:30:00;2010-06-05 00:00:00
69  ;46,24             ;53              ;2010-06-06 23:15:00             ;2010-06-06 08:30:00;2010-06-06 00:00:00
81  ;66,64             ;75              ;2010-06-07 13:30:00             ;2010-06-07 01:00:00;2010-06-07 00:00:00
83  ;68,68             ;73              ;2010-06-08 11:45:00             ;2010-06-08 18:30:00;2010-06-08 00:00:00
79  ;66,64             ;73              ;2010-06-09 11:15:00             ;2010-06-09 01:30:00;2010-06-09 00:00:00
81  ;74,8              ;78              ;2010-06-10 17:15:00             ;2010-06-10 00:00:00;2010-06-10 00:00:00
79  ;72,76             ;77              ;2010-06-11 00:00:00             ;2010-06-11 12:15:00;2010-06-11 00:00:00
93  ;72,76             ;81              ;2010-06-12 23:45:00             ;2010-06-12 02:00:00;2010-06-12 00:00:00
140 ;92,5              ;117             ;2010-06-13 23:30:00             ;2010-06-13 00:00:00;2010-06-13 00:00:00
220 ;140               ;180             ;2010-06-14 23:45:00             ;2010-06-14 00:00:00;2010-06-14 00:00:00
249 ;200,25            ;233             ;2010-06-15 07:45:00             ;2010-06-15 23:30:00;2010-06-15 00:00:00
200 ;164               ;188             ;2010-06-16 00:00:00             ;2010-06-16 23:15:00;2010-06-16 00:00:00
179 ;146               ;156             ;2010-06-17 23:30:00             ;2010-06-17 12:00:00;2010-06-17 00:00:00
484 ;182               ;296             ;2010-06-18 23:45:00             ;2010-06-18 00:00:00;2010-06-18 00:00:00
729 ;492,4             ;655             ;2010-06-19 19:15:00             ;2010-06-19 00:00:00;2010-06-19 00:00:00
716 ;337,333           ;511             ;2010-06-20 00:00:00             ;2010-06-20 23:45:00;2010-06-20 00:00:00
337 ;273,3             ;300             ;2010-06-21 00:00:00             ;2010-06-21 20:00:00;2010-06-21 00:00:00
281 ;232,75            ;267             ;2010-06-22 05:00:00             ;2010-06-22 23:15:00;2010-06-22 00:00:00
230 ;173               ;201             ;2010-06-23 00:00:00             ;2010-06-23 22:45:00;2010-06-23 00:00:00
167 ;123,5             ;149             ;2010-06-24 00:00:00             ;2010-06-24 23:30:00;2010-06-24 00:00:00
124 ;90                ;110             ;2010-06-25 00:00:00             ;2010-06-25 23:15:00;2010-06-25 00:00:00
95  ;80,92             ;86              ;2010-06-26 09:30:00             ;2010-06-26 04:15:00;2010-06-26 00:00:00
88  ;80,92             ;84              ;2010-06-27 19:00:00             ;2010-06-27 03:15:00;2010-06-27 00:00:00
93  ;85                ;88              ;2010-06-28 17:15:00             ;2010-06-28 00:15:00;2010-06-28 00:00:00
146 ;90                ;122             ;2010-06-29 14:15:00             ;2010-06-29 00:00:00;2010-06-29 00:00:00
126 ;107,5             ;117             ;2010-06-30 00:00:00             ;2010-06-30 21:15:00;2010-06-30 00:00:00
108 ;87,5              ;99              ;2010-07-01 00:00:00             ;2010-07-01 23:15:00;2010-07-01 00:00:00
93  ;78,88             ;83              ;2010-07-02 15:15:00             ;2010-07-02 07:30:00;2010-07-02 00:00:00
88  ;72,76             ;79              ;2010-07-03 17:45:00             ;2010-07-03 10:45:00;2010-07-03 00:00:00
98  ;76,84             ;89              ;2010-07-04 17:45:00             ;2010-07-04 02:00:00;2010-07-04 00:00:00
103 ;85                ;97              ;2010-07-05 13:15:00             ;2010-07-05 23:00:00;2010-07-05 00:00:00
85  ;70,72             ;81              ;2010-07-06 00:00:00             ;2010-07-06 23:00:00;2010-07-06 00:00:00
75  ;68,68             ;73              ;2010-07-07 08:15:00             ;2010-07-07 02:00:00;2010-07-07 00:00:00
67  ;60,52             ;64              ;2010-07-08 00:00:00             ;2010-07-08 23:30:00;2010-07-08 00:00:00
67  ;58,48             ;62              ;2010-07-09 16:15:00             ;2010-07-09 01:00:00;2010-07-09 00:00:00
65  ;54,4              ;61              ;2010-07-10 11:00:00             ;2010-07-10 02:15:00;2010-07-10 00:00:00
75  ;58,48             ;64              ;2010-07-11 23:00:00             ;2010-07-11 02:45:00;2010-07-11 00:00:00
73  ;64,6              ;69              ;2010-07-12 14:00:00             ;2010-07-12 01:30:00;2010-07-12 00:00:00
69  ;64,6              ;67              ;2010-07-13 10:00:00             ;2010-07-13 01:00:00;2010-07-13 00:00:00
75  ;64,6              ;69              ;2010-07-14 15:00:00             ;2010-07-14 02:30:00;2010-07-14 00:00:00
75  ;58,48             ;66              ;2010-07-15 17:15:00             ;2010-07-15 05:30:00;2010-07-15 00:00:00
69  ;60,52             ;65              ;2010-07-16 16:00:00             ;2010-07-16 23:30:00;2010-07-16 00:00:00
67  ;56,44             ;63              ;2010-07-17 13:15:00             ;2010-07-17 03:00:00;2010-07-17 00:00:00
69  ;62,56             ;66              ;2010-07-18 19:00:00             ;2010-07-18 01:15:00;2010-07-18 00:00:00
73  ;62,56             ;68              ;2010-07-19 15:00:00             ;2010-07-19 23:45:00;2010-07-19 00:00:00
65  ;56,44             ;62              ;2010-07-20 14:00:00             ;2010-07-20 03:00:00;2010-07-20 00:00:00
65  ;58,48             ;61              ;2010-07-21 13:15:00             ;2010-07-21 01:45:00;2010-07-21 00:00:00
81  ;54,4              ;63              ;2010-07-22 23:30:00             ;2010-07-22 02:15:00;2010-07-22 00:00:00
85  ;68,68             ;77              ;2010-07-23 01:00:00             ;2010-07-23 10:00:00;2010-07-23 00:00:00
79  ;66,64             ;74              ;2010-07-24 08:45:00             ;2010-07-24 00:15:00;2010-07-24 00:00:00
73  ;64,6              ;68              ;2010-07-25 17:00:00             ;2010-07-25 00:45:00;2010-07-25 00:00:00
77  ;60,52             ;67              ;2010-07-26 15:30:00             ;2010-07-26 16:45:00;2010-07-26 00:00:00
67  ;54,4              ;61              ;2010-07-27 19:30:00             ;2010-07-27 11:00:00;2010-07-27 00:00:00
65  ;58,48             ;61              ;2010-07-28 00:00:00             ;2010-07-28 02:15:00;2010-07-28 00:00:00
58  ;40,12             ;50              ;2010-07-29 00:00:00             ;2010-07-29 17:30:00;2010-07-29 00:00:00
52  ;40,12             ;46              ;2010-07-30 16:45:00             ;2010-07-30 04:45:00;2010-07-30 00:00:00
46  ;36,04             ;41              ;2010-07-31 00:00:00             ;2010-07-31 10:45:00;2010-07-31 00:00:00
48  ;38,08             ;43              ;2010-08-01 18:00:00             ;2010-08-01 09:45:00;2010-08-01 00:00:00
67  ;46,24             ;58              ;2010-08-02 14:15:00             ;2010-08-02 02:00:00;2010-08-02 00:00:00
65  ;58,48             ;62              ;2010-08-03 11:30:00             ;2010-08-03 01:45:00;2010-08-03 00:00:00
65  ;54,4              ;61              ;2010-08-04 13:00:00             ;2010-08-04 02:45:00;2010-08-04 00:00:00
65  ;54,4              ;61              ;2010-08-05 14:00:00             ;2010-08-05 05:15:00;2010-08-05 00:00:00
65  ;56,44             ;61              ;2010-08-06 11:00:00             ;2010-08-06 03:00:00;2010-08-06 00:00:00
56  ;44,2              ;49              ;2010-08-07 00:00:00             ;2010-08-07 07:00:00;2010-08-07 00:00:00
54  ;42,16             ;48              ;2010-08-08 19:00:00             ;2010-08-08 05:00:00;2010-08-08 00:00:00
71  ;48,28             ;60              ;2010-08-09 13:15:00             ;2010-08-09 02:00:00;2010-08-09 00:00:00
58  ;50,32             ;55              ;2010-08-10 00:00:00             ;2010-08-10 23:30:00;2010-08-10 00:00:00
50  ;36,04             ;41              ;2010-08-11 00:00:00             ;2010-08-11 10:45:00;2010-08-11 00:00:00
42  ;34                ;36              ;2010-08-12 00:00:00             ;2010-08-12 07:30:00;2010-08-12 00:00:00
36  ;31,467            ;34              ;2010-08-13 00:00:00             ;2010-08-13 06:30:00;2010-08-13 00:00:00
36  ;30,2              ;32              ;2010-08-14 23:30:00             ;2010-08-14 09:00:00;2010-08-14 00:00:00
48  ;34                ;40              ;2010-08-15 20:30:00             ;2010-08-15 08:45:00;2010-08-15 00:00:00
52  ;42,16             ;48              ;2010-08-16 18:15:00             ;2010-08-16 03:15:00;2010-08-16 00:00:00
54  ;44,2              ;49              ;2010-08-17 19:00:00             ;2010-08-17 05:00:00;2010-08-17 00:00:00
56  ;42,16             ;49              ;2010-08-18 20:30:00             ;2010-08-18 06:00:00;2010-08-18 00:00:00
63  ;44,2              ;49              ;2010-08-19 21:30:00             ;2010-08-19 10:30:00;2010-08-19 00:00:00
61  ;46,24             ;53              ;2010-08-20 00:00:00             ;2010-08-20 10:30:00;2010-08-20 00:00:00
58  ;46,24             ;52              ;2010-08-21 00:00:00             ;2010-08-21 10:45:00;2010-08-21 00:00:00
65  ;50,32             ;58              ;2010-08-22 14:00:00             ;2010-08-22 04:00:00;2010-08-22 00:00:00
65  ;46,24             ;61              ;2010-08-23 13:30:00             ;2010-08-23 08:45:00;2010-08-23 00:00:00
58  ;50,32             ;54              ;2010-08-24 00:00:00             ;2010-08-24 07:45:00;2010-08-24 00:00:00
52  ;42,16             ;46              ;2010-08-25 00:00:00             ;2010-08-25 10:15:00;2010-08-25 00:00:00
48  ;38,08             ;43              ;2010-08-26 22:30:00             ;2010-08-26 12:00:00;2010-08-26 00:00:00
46  ;38,08             ;42              ;2010-08-27 00:00:00             ;2010-08-27 11:00:00;2010-08-27 00:00:00
42  ;31,467            ;37              ;2010-08-28 00:00:00             ;2010-08-28 12:45:00;2010-08-28 00:00:00
50  ;36,04             ;43              ;2010-08-29 19:30:00             ;2010-08-29 04:45:00;2010-08-29 00:00:00
52  ;44,2              ;48              ;2010-08-30 18:30:00             ;2010-08-30 03:00:00;2010-08-30 00:00:00
48  ;42,16             ;43              ;2010-08-31 00:00:00             ;2010-08-31 03:15:00;2010-08-31 00:00:00
48  ;38,08             ;42              ;2010-09-01 21:45:00             ;2010-09-01 13:15:00;2010-09-01 00:00:00
77  ;40,12             ;50              ;2010-09-02 17:15:00             ;2010-09-02 04:15:00;2010-09-02 00:00:00
65  ;50,32             ;56              ;2010-09-03 19:15:00             ;2010-09-03 04:45:00;2010-09-03 00:00:00
69  ;64,6              ;66              ;2010-09-04 12:15:00             ;2010-09-04 00:00:00;2010-09-04 00:00:00
73  ;64,6              ;68              ;2010-09-05 19:00:00             ;2010-09-05 00:00:00;2010-09-05 00:00:00
75  ;66,64             ;72              ;2010-09-06 09:45:00             ;2010-09-06 23:15:00;2010-09-06 00:00:00
71  ;62,56             ;66              ;2010-09-07 13:30:00             ;2010-09-07 10:45:00;2010-09-07 00:00:00
69  ;60,52             ;65              ;2010-09-08 13:00:00             ;2010-09-08 03:15:00;2010-09-08 00:00:00
65  ;62,56             ;63              ;2010-09-09 00:00:00             ;2010-09-09 01:15:00;2010-09-09 00:00:00
67  ;62,56             ;65              ;2010-09-10 18:00:00             ;2010-09-10 00:00:00;2010-09-10 00:00:00
71  ;64,6              ;66              ;2010-09-11 18:15:00             ;2010-09-11 00:00:00;2010-09-11 00:00:00
71  ;64,6              ;66              ;2010-09-12 12:30:00             ;2010-09-12 00:45:00;2010-09-12 00:00:00
